,card_id,card_type,syllabus_name,subject_name,chapter_id,chapter_name,current_level,num_attempts,total_time_spent,temporal_ratings,retention_value,exam_preparedness_value,learning_efficiency,abs_learning_efficiency,last_attempt_time,num_days
3416,79971,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,14,262,HEEHEHEEEEEEEE,66.0,100.0,100,79,2023-10-14 16:05:06,20.0
3417,79972,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,13,342,HEEHEEHEEEEEE,69.0,100.0,100,77,2023-10-06 11:54:37,28.0
3418,79973,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,16,374,HHHEEHEEEEHHEEEE,87.0,100.0,100,63,2023-10-21 16:33:36,13.0
3419,79974,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L0,22,615,HHEHEHEHHEHHEHEEHEEHHE,21.0,100.0,50,46,2023-10-21 16:33:40,13.0
3420,79975,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,11,377,HHHEEHEEEEE,33.0,100.0,100,64,2023-09-07 20:02:36,57.0
3421,79976,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,17,375,HEHEEHEHHEEEHEEEE,87.0,100.0,100,65,2023-10-21 16:34:13,13.0
3422,79977,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L1,7,491,EEPEEEA,46.0,100.0,95,90,2023-10-21 16:27:43,13.0
3423,79978,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,8,68,HEEEEEEE,81.0,100.0,100,88,2023-10-15 11:28:46,19.0
3424,79979,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,27,EEEE,28.0,100.0,100,100,2023-09-09 13:35:39,55.0
3425,79980,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,30,EEEE,28.0,100.0,100,100,2023-09-09 13:35:18,55.0
3426,79981,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,45,EEEE,28.0,100.0,100,100,2023-09-09 13:35:50,55.0
3427,79982,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,33,EEEE,28.0,100.0,100,100,2023-09-09 13:35:57,55.0
3428,79983,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,39,EEEE,28.0,100.0,100,100,2023-09-09 13:35:34,55.0
3429,79984,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,37,EEEE,28.0,100.0,100,100,2023-09-09 13:32:46,55.0
3430,79985,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,68,EEEEE,55.0,100.0,100,100,2023-09-23 12:57:17,41.0
3431,79986,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,55,EEEEEE,45.0,100.0,100,100,2023-09-21 22:01:49,43.0
3432,79987,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,192,EEEEEE,77.0,100.0,100,100,2023-10-19 17:22:34,15.0
3433,79988,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,113,EEEEEE,85.0,100.0,100,100,2023-10-19 17:22:48,15.0
3434,79989,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,199,PEEEE,17.0,100.0,100,90,2023-09-07 19:57:25,57.0
3435,79990,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L3,6,162,EEEEEE,82.0,100.0,100,100,2023-10-19 17:23:34,15.0
3436,79991,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,161,AEEEEE,45.0,100.0,100,97,2023-09-21 22:01:43,43.0
3437,79992,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,13,136,EHEEHEPEEEEEE,67.0,100.0,100,81,2023-10-14 16:04:59,20.0
3438,79993,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,25,EEEE,28.0,100.0,100,100,2023-09-09 13:35:24,55.0
3439,79994,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,8,102,PEEEEEEE,81.0,100.0,100,94,2023-10-15 11:28:54,19.0
3440,79995,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,8,111,HEEEEEEE,49.0,100.0,100,88,2023-09-21 22:01:57,43.0
3441,79996,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,37,EEEE,28.0,100.0,100,100,2023-09-09 13:35:30,55.0
3442,79997,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,38,EEEE,28.0,100.0,100,100,2023-09-09 13:34:44,55.0
3443,79998,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,74,EEEEEE,82.0,100.0,100,100,2023-10-19 17:23:42,15.0
3444,79999,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,8,644,EPPEHHEE,4.0,100.0,50,63,2023-10-21 16:25:24,13.0
3445,80000,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L1,9,522,HEEHEEEEE,68.0,100.0,100,78,2023-10-21 16:28:38,13.0
3446,80001,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,59,EEEE,27.0,100.0,100,100,2023-09-07 16:09:24,57.0
3447,80002,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,27,EEEE,27.0,100.0,100,100,2023-09-07 16:09:29,57.0
3448,80003,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,59,EAEEE,41.0,100.0,95,96,2023-09-23 12:56:27,41.0
3449,80004,true_false,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,63,EEEE,55.0,100.0,100,100,2023-09-23 12:54:02,41.0
3450,80005,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,110,HEEEEE,41.0,100.0,100,84,2023-09-23 12:57:30,41.0
3451,80006,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,72,EEEE,27.0,100.0,100,100,2023-09-07 16:09:48,57.0
3452,80007,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,30,EEEE,27.0,100.0,100,100,2023-09-07 16:09:54,57.0
3453,80008,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,7,165,PEEEEEE,59.0,100.0,100,93,2023-09-27 19:27:10,37.0
3454,80009,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,73,EEEEE,86.0,100.0,100,100,2023-10-19 17:22:17,15.0
3455,80010,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L1,9,361,PEEAAEEEA,46.0,100.0,95,88,2023-10-21 16:32:18,13.0
3456,80011,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,127,EEEEE,82.0,100.0,100,100,2023-10-21 16:28:54,13.0
3457,80012,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,-1688917807,EHEEEE,17.0,100.0,100,84,2023-09-07 19:58:24,57.0
3458,80013,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,96,EEEE,22.0,100.0,100,100,2023-09-07 16:10:40,57.0
3459,80014,true_false,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,54,EEEE,55.0,100.0,100,100,2023-09-23 12:56:11,41.0
3460,80015,true_false,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,51,EEEE,55.0,100.0,100,100,2023-09-23 12:56:17,41.0
3461,80016,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,86,HEEEEE,41.0,100.0,100,84,2023-09-23 12:57:40,41.0
3462,80017,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,23,416,EEHEEHHEHEEHEEPEEEHEEEE,31.0,100.0,100,72,2023-09-21 22:02:09,43.0
3463,80018,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,54,EEEEE,55.0,100.0,100,100,2023-09-23 12:57:25,41.0
3464,80019,fib,Class-9,Biology,1807,6.1 - Seeds (qa),L3,11,252,PEEEEEHEEEE,59.0,100.0,100,87,2023-10-14 16:04:53,20.0
3465,80021,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,28,EEEE,27.0,100.0,100,100,2023-09-07 16:10:45,57.0
3466,80022,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,27,EEEE,27.0,100.0,100,100,2023-09-07 19:53:50,57.0
3467,80024,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,7,46,EEEEEEE,58.0,100.0,100,100,2023-10-06 11:52:09,28.0
3468,80025,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,41,EEEEE,55.0,100.0,100,100,2023-09-23 12:58:32,41.0
3469,80026,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L1,9,386,EEPEPEEEE,46.0,100.0,100,89,2023-10-21 16:31:18,13.0
3470,80027,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,7,254,EEEEEEE,77.0,100.0,100,100,2023-10-19 17:25:10,15.0
3471,80028,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,229,EEEEE,82.0,100.0,100,100,2023-10-21 16:29:46,13.0
3472,80029,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,45,EEEE,27.0,100.0,100,100,2023-09-07 19:53:58,57.0
3473,80030,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,33,EEEE,27.0,100.0,100,100,2023-09-07 19:54:03,57.0
3474,80031,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,28,EEEE,27.0,100.0,100,100,2023-09-07 16:13:54,57.0
3475,80032,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,36,EEEE,27.0,100.0,100,100,2023-09-07 16:13:59,57.0
3476,80033,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,46,EEEEE,55.0,100.0,100,100,2023-09-23 12:58:43,41.0
3477,80034,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,42,EEEE,27.0,100.0,100,100,2023-09-07 19:54:13,57.0
3478,80035,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,160,EEEEEE,77.0,100.0,100,100,2023-10-19 17:24:06,15.0
3479,80036,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,30,EEEE,27.0,100.0,100,100,2023-09-07 19:54:18,57.0
3480,80037,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,7,123,EEEHEEE,68.0,100.0,75,86,2023-10-21 16:33:14,13.0
3481,80038,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,10,169,HEEEEHEEEE,60.0,100.0,100,80,2023-10-14 16:03:33,20.0
3482,80039,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,170,EHEEEE,53.0,100.0,100,84,2023-09-27 19:26:52,37.0
3483,80040,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,37,EEEE,42.0,100.0,100,100,2023-09-16 23:49:55,48.0
3484,80041,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,27,EEEE,42.0,100.0,100,100,2023-09-16 23:50:00,48.0
3485,80042,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,33,EEEE,42.0,100.0,100,100,2023-09-16 23:50:06,48.0
3486,80043,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,43,EEEE,42.0,100.0,100,100,2023-09-16 23:50:14,48.0
3487,80044,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,32,EEEE,42.0,100.0,100,100,2023-09-16 23:50:18,48.0
3488,80045,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,42,EEEE,42.0,100.0,100,100,2023-09-16 23:50:32,48.0
3489,80046,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,8,115,EEEHEEEE,52.0,100.0,100,88,2023-10-06 11:52:23,28.0
3490,80047,multi_choice,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,39,EEEE,42.0,100.0,100,100,2023-09-16 23:50:51,48.0
3491,80048,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,42,EEEE,88.0,100.0,100,100,2023-10-21 16:24:02,13.0
3492,80049,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,33,EEEE,88.0,100.0,100,100,2023-10-21 16:24:12,13.0
3493,80050,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,42,EEEE,88.0,100.0,100,100,2023-10-21 16:24:20,13.0
3494,80051,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,30,EEEE,88.0,100.0,100,100,2023-10-21 16:24:25,13.0
3495,80052,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,28,EEEE,88.0,100.0,100,100,2023-10-21 16:24:29,13.0
3496,80053,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L1,11,150,EPEHEEEPEEE,87.0,100.0,88,82,2023-10-21 16:35:26,13.0
3497,80054,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,188,HEEEEE,26.0,100.0,100,84,2023-09-07 20:01:58,57.0
3498,80055,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L1,14,318,HEEHEHEEEHEEEE,84.0,100.0,100,72,2023-10-21 16:34:46,13.0
3499,80056,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L1,13,210,HHEEHEEEHEEEE,87.0,100.0,100,70,2023-10-21 16:34:58,13.0
3500,80057,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L1,13,309,HEHEEHEEEHEEE,87.0,100.0,75,70,2023-10-21 16:35:20,13.0
3501,80058,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,34,EEEE,88.0,100.0,100,100,2023-10-21 16:24:35,13.0
3502,80059,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,9,378,HEEEPEEEE,68.0,100.0,100,84,2023-10-21 16:30:03,13.0
3503,80060,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L1,11,390,EHEPEEPEEEE,68.0,100.0,100,82,2023-10-21 16:32:36,13.0
3504,80061,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,128,EEEEEE,77.0,100.0,100,100,2023-10-19 17:24:29,15.0
3505,80062,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,212,EEEAEE,17.0,100.0,95,97,2023-09-07 20:01:41,57.0
3506,80063,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,128,EEEEEE,82.0,100.0,100,100,2023-10-19 17:26:32,15.0
3507,80064,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,137,EEEEEE,77.0,100.0,100,100,2023-10-19 17:24:47,15.0
3508,80065,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,110,EEEE,28.0,100.0,100,100,2023-09-09 13:30:47,55.0
3509,80066,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,83,EEEE,88.0,100.0,100,100,2023-10-21 16:26:14,13.0
3510,80067,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,34,EEEE,88.0,100.0,100,100,2023-10-21 16:26:04,13.0
3511,80068,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,32,EEEE,88.0,100.0,100,100,2023-10-21 16:25:59,13.0
3512,80069,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,147,EEEEEE,82.0,100.0,100,100,2023-10-19 17:25:57,15.0
3513,80070,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,286,EEEEE,82.0,100.0,100,100,2023-10-21 16:25:52,13.0
3514,80071,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,7,240,EEEHEEE,46.0,100.0,75,86,2023-10-21 16:29:18,13.0
3515,80072,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,6,205,EEEEEE,83.0,100.0,100,100,2023-10-19 17:25:40,15.0
3516,80074,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,51,EEEE,31.0,100.0,100,100,2023-09-07 20:00:16,57.0
3517,80075,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,162,EEEEE,44.0,100.0,100,100,2023-09-16 23:55:19,48.0
3518,80076,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,4,88,EEEE,28.0,100.0,100,100,2023-09-09 13:32:39,55.0
3519,80077,question_answer,Class-9,Biology,1807,6.1 - Seeds (qa),L3,6,190,EEEEEE,82.0,100.0,100,100,2023-10-19 17:26:21,15.0
3520,80078,matching,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,5,88,EEEEE,73.0,100.0,100,100,2023-10-15 11:28:34,19.0
3521,80079,matching,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,9,168,EEEHEEEEE,21.0,100.0,100,89,2023-09-27 19:28:38,37.0
3522,81931,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,3,28,EEE,17.0,100.0,100,100,2023-09-03 19:26:29,61.0
3523,81932,fib,Class-9,Biology,1807,6.1 - Seeds (qa),MAS,3,13,EEE,17.0,100.0,100,100,2023-09-03 19:26:33,61.0
3524,80343,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,36,EEEE,22.0,100.0,100,100,2023-08-31 19:49:16,64.0
3525,80344,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,44,EEEE,22.0,100.0,100,100,2023-08-31 19:49:24,64.0
3526,80345,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,26,EEEE,22.0,100.0,100,100,2023-08-31 19:49:29,64.0
3527,80346,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,35,EEEE,22.0,100.0,100,100,2023-08-31 19:49:34,64.0
3528,80347,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,33,EEEE,22.0,100.0,100,100,2023-08-31 19:49:43,64.0
3529,80348,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,5,82,EEEEE,41.0,100.0,100,100,2023-09-06 18:14:29,58.0
3530,80349,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,33,EEEE,22.0,100.0,100,100,2023-08-31 19:49:56,64.0
3531,80350,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,6,91,HEEEEE,25.0,100.0,100,84,2023-09-04 20:05:15,60.0
3532,80351,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,28,EEEE,22.0,100.0,100,100,2023-08-31 19:49:51,64.0
3533,80352,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,39,EEEE,22.0,100.0,100,100,2023-08-31 19:50:02,64.0
3534,80353,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,19,EEEE,22.0,100.0,100,100,2023-08-31 19:50:06,64.0
3535,80354,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,32,EEEE,22.0,100.0,100,100,2023-08-31 19:50:18,64.0
3536,80355,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,62,EEEE,22.0,100.0,100,100,2023-08-31 19:50:32,64.0
3537,80356,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,17,EEEE,22.0,100.0,100,100,2023-08-31 19:50:36,64.0
3538,80357,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,6,125,EEEEEE,81.0,100.0,100,100,2023-10-19 17:18:21,15.0
3539,80358,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),NS,8,296,HEHEEEEE,17.0,100.0,100,75,2023-09-07 18:29:14,57.0
3540,80359,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),L2,8,272,PEEEEEEE,80.0,100.0,100,94,2023-10-21 14:26:06,13.0
3541,80360,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,6,84,EEEEEE,77.0,100.0,100,100,2023-10-19 17:18:36,15.0
3542,80361,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,9,619,HEEEEEEEE,82.0,100.0,100,89,2023-10-21 14:23:53,13.0
3543,80388,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,5,79,EEEEE,55.0,100.0,100,100,2023-09-23 13:00:41,41.0
3544,80389,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),L1,9,221,HEEEAEEEE,90.0,100.0,100,87,2023-10-21 14:23:12,13.0
3545,80390,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,6,110,EEEEEE,81.0,100.0,100,100,2023-10-19 17:18:50,15.0
3546,80391,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,6,149,EEEEEE,77.0,100.0,100,100,2023-10-19 17:19:05,15.0
3547,80392,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,3,86,EEE,22.0,100.0,100,100,2023-09-07 18:47:20,57.0
3548,80393,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,60,EEEE,25.0,100.0,100,100,2023-09-04 20:04:46,60.0
3549,80394,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,32,EEEE,25.0,100.0,100,100,2023-09-04 20:04:57,60.0
3550,80395,true_false,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,45,EEEE,51.0,100.0,100,100,2023-09-19 20:24:40,45.0
3551,80396,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,7,257,EEEEEEE,82.0,100.0,100,100,2023-10-21 14:25:23,13.0
3552,80397,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),L2,9,329,EEEAPEEEE,68.0,100.0,100,93,2023-10-21 14:24:55,13.0
3553,80463,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),L3,6,436,EEEEEE,77.0,100.0,100,100,2023-10-19 17:20:22,15.0
3554,80464,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),L3,6,521,EEEEEE,77.0,100.0,100,100,2023-10-19 17:21:35,15.0
3555,80465,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,106,AEEE,31.0,100.0,95,95,2023-09-12 20:03:27,52.0
3556,80466,fib,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,58,EEEE,31.0,100.0,100,100,2023-09-12 20:04:57,52.0
3557,80467,true_false,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,8,115,EEEHEEEE,62.0,100.0,100,88,2023-10-14 16:05:22,20.0
3558,80468,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),L1,7,468,AEEEEPE,4.0,100.0,88,90,2023-10-21 14:26:51,13.0
3559,80469,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,5,110,EEEEE,88.0,100.0,100,100,2023-10-21 14:18:07,13.0
3560,80470,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,7,345,EEPEEEE,68.0,100.0,100,93,2023-10-21 14:22:31,13.0
3561,80471,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,5,303,EEEEE,82.0,100.0,100,100,2023-10-21 14:18:48,13.0
3562,80472,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,7,313,HEEEEEE,82.0,100.0,100,86,2023-10-21 14:21:23,13.0
3563,80473,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,7,265,HEEEEEE,82.0,100.0,100,86,2023-10-21 14:22:02,13.0
3564,80474,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,40,EEEE,88.0,100.0,100,100,2023-10-21 14:17:34,13.0
3565,80475,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),L2,6,170,EEEEEE,86.0,100.0,100,100,2023-10-21 14:25:37,13.0
3566,80476,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,84,EEEE,17.0,100.0,100,100,2023-09-07 18:41:32,57.0
3567,80477,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,5,170,EEEEE,91.0,100.0,100,100,2023-10-21 14:18:56,13.0
3568,80478,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,54,EEEE,27.0,100.0,100,100,2023-09-07 18:46:24,57.0
3569,80479,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,221,EEEE,17.0,100.0,100,100,2023-09-07 18:42:19,57.0
3570,80480,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,5,430,EEEEE,45.0,100.0,100,100,2023-09-19 20:26:26,45.0
3571,80481,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,6,256,PEEEEE,84.0,100.0,100,92,2023-10-21 14:21:07,13.0
3572,80482,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,6,96,HEEEEE,88.0,100.0,100,84,2023-10-21 14:20:21,13.0
3573,80483,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,128,EEEE,22.0,100.0,100,100,2023-09-07 18:46:09,57.0
3574,80484,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,6,151,HEEEEE,88.0,100.0,100,84,2023-10-21 14:20:36,13.0
3575,80485,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,5,162,EEEEE,82.0,100.0,100,100,2023-10-21 14:19:18,13.0
3576,80486,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,5,85,EEEEE,51.0,100.0,100,100,2023-09-19 20:26:46,45.0
3577,80487,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,132,EEEE,27.0,100.0,100,100,2023-09-07 18:46:57,57.0
3578,80488,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,5,93,EEEEE,29.0,100.0,100,100,2023-09-19 20:27:14,45.0
3579,80489,question_answer,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,101,EEEE,27.0,100.0,100,100,2023-09-07 18:47:09,57.0
3580,80490,multi_choice,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,65,EEEE,49.0,100.0,100,100,2023-09-23 12:59:02,41.0
3581,80491,multi_choice,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,43,EEEE,49.0,100.0,100,100,2023-09-23 12:59:12,41.0
3582,80492,multi_choice,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,37,EEEE,49.0,100.0,100,100,2023-09-23 12:59:18,41.0
3583,80493,multi_choice,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,37,EEEE,49.0,100.0,100,100,2023-09-23 12:59:24,41.0
3584,80494,multi_choice,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,33,EEEE,49.0,100.0,100,100,2023-09-23 12:59:32,41.0
3585,80495,multi_choice,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,41,EEEE,49.0,100.0,100,100,2023-09-23 12:59:44,41.0
3586,80496,multi_choice,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,46,EEEE,49.0,100.0,100,100,2023-09-23 12:59:49,41.0
3587,80497,multi_choice,Class-9,Biology,1808,7.1 - Respiration in plants (qa),MAS,4,45,EEEE,49.0,100.0,100,100,2023-09-23 12:59:56,41.0
