,card_id,session_id,syllabus_name,subject_name,chapter_number,sub_chapter_number,chapter_name,section,card_type,difficulty_level,prior_level,prior_num_attempts,prior_total_time_spent,prior_temporal_ratings,prior_retention_value,prior_exam_preparedness,prior_learning_efficiency,prior_abs_learning_efficiency,prior_attempt_time,attempt_timestamp,attempt_gap_num_days,rating,points_earned,time_spent_sec,next_level
1927,85535,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:46:19,,E,5,5,L1
1928,85536,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:46:26,,E,2,8,L1
1929,85526,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,L0,2,24,HH,0.0,0.0,0,0,2023-09-24 15:45:23,2023-09-24 15:46:32,0.0,E,0,6,L0
1930,85537,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:46:39,,H,0,8,L0
1931,85538,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:47:04,,E,1,25,L1
1932,85529,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,L0,2,25,HH,0.0,0.0,0,0,2023-09-24 15:46:06,2023-09-24 15:47:10,0.0,E,0,7,L0
1933,85539,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:47:24,,H,0,14,L0
1934,85540,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:47:44,,H,0,21,L0
1935,85541,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:47:48,,E,3,4,L1
1936,85537,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,L0,1,8,H,0.0,0.0,0,0,2023-09-24 15:46:40,2023-09-24 15:48:00,0.0,H,0,13,L0
1937,85542,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:48:05,,E,3,5,L1
1938,85543,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:48:11,,H,0,7,L0
1939,85539,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,L0,1,14,H,0.0,0.0,0,0,2023-09-24 15:47:24,2023-09-24 15:48:15,0.0,E,0,4,L0
1940,85540,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,L0,1,21,H,0.0,0.0,0,0,2023-09-24 15:47:44,2023-09-24 15:48:19,0.0,E,0,4,L0
1941,85544,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:48:35,,H,0,16,L0
1942,85537,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,L0,2,21,HH,0.0,0.0,0,0,2023-09-24 15:48:00,2023-09-24 15:48:39,0.0,E,0,5,L0
1943,85543,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,L0,1,7,H,0.0,0.0,0,0,2023-09-24 15:48:11,2023-09-24 15:48:43,0.0,E,0,4,L0
1944,85545,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:48:47,,E,5,5,L1
1945,85546,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:49:01,,E,2,13,L1
1946,85544,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,L0,1,16,H,0.0,0.0,0,0,2023-09-24 15:48:35,2023-09-24 15:49:12,0.0,E,0,12,L0
1947,85547,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:49:34,,H,-1,22,L0
1948,85548,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:49:44,,H,-1,11,L0
1949,85549,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:49:51,,H,-1,8,L0
1950,85550,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:50:00,,H,0,10,L0
1951,85547,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,L0,1,22,H,0.0,0.0,0,0,2023-09-24 15:49:34,2023-09-24 15:50:07,0.0,E,0,7,L0
1952,85548,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,L0,1,11,H,0.0,0.0,0,0,2023-09-24 15:49:44,2023-09-24 15:50:20,0.0,H,-1,14,L0
1953,85549,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,L0,1,8,H,0.0,0.0,0,0,2023-09-24 15:49:51,2023-09-24 15:50:24,0.0,E,0,5,L0
1954,85550,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,L0,1,10,H,0.0,0.0,0,0,2023-09-24 15:50:00,2023-09-24 15:50:38,0.0,E,0,14,L0
1955,85548,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,L0,2,25,HH,0.0,0.0,0,0,2023-09-24 15:50:20,2023-09-24 15:50:42,0.0,E,0,5,L0
1956,85551,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:50:46,,E,3,4,L1
1957,85552,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:50:51,,E,2,6,L1
1958,85553,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:50:54,,E,3,3,L1
1959,85554,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,2,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:50:58,,E,3,4,L1
1960,85555,29442,Class-9,Biology,8,3,Five Kingdom Classification (identify),00 - Default,question_answer,4,NS,0,0,,0.0,0.0,0,0,,2023-09-24 15:51:04,,E,5,7,L1
1961,84005,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,fib,3,NS,0,0,,0.0,100.0,0,0,,2023-09-24 15:58:28,,E,4,6,L1
1962,84006,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,fib,10,NS,0,0,,0.0,100.0,0,0,,2023-09-24 15:58:57,,E,7,29,L1
1963,84007,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,fib,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 15:59:03,,E,5,6,L1
1964,84008,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,fib,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 15:59:20,,E,4,18,L1
1965,84009,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,true_false,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 15:59:26,,E,5,6,L1
1966,84010,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,fib,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 15:59:49,,H,-1,24,L0
1967,84011,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,fib,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:00:00,,E,5,11,L1
1968,84012,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,fib,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:00:17,,H,-1,17,L0
1969,84017,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,true_false,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:00:25,,E,4,8,L1
1970,84018,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,3,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:00:36,,H,0,12,L0
1971,84019,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,3,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:00:58,,H,0,22,L0
1972,84021,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,3,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:01:51,,H,0,7,L0
1973,84010,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,fib,5,L0,1,24,H,0.0,100.0,0,0,2023-09-24 15:59:49,2023-09-24 16:02:06,0.0,E,0,15,L0
1974,84022,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:02:41,,H,-2,35,L0
1975,84012,29444,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,fib,5,L0,1,17,H,0.0,100.0,0,0,2023-09-24 16:00:18,2023-09-24 16:02:55,0.0,E,0,15,L0
1976,84027,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:03:03,,E,5,9,L1
1977,84018,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,3,L0,1,12,H,0.0,100.0,0,0,2023-09-24 16:00:36,2023-09-24 16:03:10,0.0,E,0,7,L0
1978,84019,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,3,L0,1,22,H,0.0,100.0,0,0,2023-09-24 16:00:59,2023-09-24 16:03:13,0.0,E,0,4,L0
1979,84021,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,3,L0,1,7,H,0.0,100.0,0,0,2023-09-24 16:01:51,2023-09-24 16:03:36,0.0,E,0,6,L0
1980,84022,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,5,L0,1,35,H,0.0,100.0,0,0,2023-09-24 16:02:41,2023-09-24 16:03:50,0.0,P,-1,15,L0
1981,84028,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,3,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:03:56,,E,4,7,L1
1982,84029,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,12,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:04:37,,H,-5,41,L0
1983,84030,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,3,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:05:43,,H,0,67,L0
1984,84031,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,12,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:06:38,,H,-5,48,L0
1985,84032,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,3,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:06:43,,E,4,6,L1
1986,84033,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,9,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:07:21,,A,3,38,L1
1987,84029,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,12,L0,1,41,H,0.0,100.0,0,0,2023-09-24 16:04:37,2023-09-24 16:07:48,0.0,A,-3,28,L0
1988,84030,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,3,L0,1,67,H,0.0,100.0,0,0,2023-09-24 16:05:43,2023-09-24 16:07:53,0.0,E,0,6,L0
1989,84034,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,3,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:07:58,,E,4,5,L1
1990,84031,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,12,L0,1,48,H,0.0,100.0,0,0,2023-09-24 16:06:39,2023-09-24 16:08:47,0.0,H,-3,50,L0
1991,84035,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,7,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:11:22,,H,-2,156,L0
1992,82837,29444,Class-9,History,6,1,Age of Guptas (qa),02.4 - Reign - Chandragupta-II Vikramaditya,fib,5,L3,8,135,HEEEPEEE,65.0,100.0,88,82,2023-09-16 20:51:34,2023-09-24 16:11:31,8.0,E,1,9,MAS
1993,83054,29444,Class-9,History,6,1,Age of Guptas (qa),01.1 - Sources - Fa-hien,fib,3,L2,5,45,EHEEE,54.0,100.0,75,80,2023-09-18 20:10:25,2023-09-24 16:11:37,6.0,E,2,6,MAS
1994,84031,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,12,L0,2,98,HH,0.0,100.0,0,0,2023-09-24 16:08:47,2023-09-24 16:11:50,0.0,E,0,14,L0
1995,84035,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,7,L0,1,156,H,0.0,100.0,0,0,2023-09-24 16:11:23,2023-09-24 16:12:10,0.0,E,0,20,L0
1996,84037,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,5,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:12:16,,E,5,7,L1
1997,84022,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,5,L0,2,50,HP,0.0,100.0,25,25,2023-09-24 16:03:50,2023-09-24 16:12:46,0.0,P,-2,30,L0
1998,83197,29444,Class-9,History,6,1,Age of Guptas (qa),03.2 - Administration - Monarchy,fib,3,L2,2,42,EE,54.0,100.0,100,100,2023-09-18 20:11:31,2023-09-24 16:13:03,6.0,E,2,18,MAS
1999,83198,29444,Class-9,History,6,1,Age of Guptas (qa),03.2 - Administration - Monarchy,fib,3,L2,2,13,EE,54.0,100.0,100,100,2023-09-18 20:11:35,2023-09-24 16:13:13,6.0,E,2,10,MAS
2000,83200,29444,Class-9,History,6,1,Age of Guptas (qa),03.2 - Administration - Monarchy,fib,3,L2,2,19,EE,54.0,100.0,100,100,2023-09-18 20:11:38,2023-09-24 16:13:18,6.0,E,2,6,MAS
2001,83202,29444,Class-9,History,6,1,Age of Guptas (qa),03.2 - Administration - Monarchy,fib,3,L2,2,16,EE,54.0,100.0,100,100,2023-09-18 20:11:41,2023-09-24 16:13:23,6.0,E,2,5,MAS
2002,84022,29444,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,fib,5,L0,3,80,HPP,0.0,100.0,34,34,2023-09-24 16:12:46,2023-09-24 16:13:28,0.0,E,0,6,L0
2003,83201,29444,Class-9,History,6,1,Age of Guptas (qa),03.2 - Administration - Monarchy,true_false,5,L2,2,20,EE,62.0,100.0,100,100,2023-09-18 20:19:54,2023-09-24 16:13:35,6.0,E,2,7,MAS
2004,84036,29444,Class-9,History,6,1,Age of Guptas (qa),04.4 - The Golden Age - Literature,fib,7,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:13:45,,E,7,10,L1
2005,83835,29445,Class-9,History,6,1,Age of Guptas (qa),03.4 - Administration - Provincial and Local,question_answer,33,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:15:40,,H,-13,97,L0
2006,83838,29445,Class-9,History,6,1,Age of Guptas (qa),03.5 - Administration - Feudal nature,question_answer,54,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:20:08,,P,4,141,L0
2007,84013,29445,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,question_answer,40,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:21:18,,H,-15,71,L0
2008,84014,29445,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,question_answer,17,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:21:32,,E,16,15,L1
2009,84015,29445,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,question_answer,57,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:21:57,,E,58,25,L1
2010,84016,29445,Class-9,History,6,1,Age of Guptas (qa),04.2 - The Golden Age - Science,question_answer,77,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:22:31,,E,74,34,L1
2011,84023,29445,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,question_answer,15,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:23:49,,A,3,79,L1
2012,84024,29445,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,question_answer,65,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:25:18,,H,-18,89,L0
2013,84025,29445,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,question_answer,59,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:27:36,,H,-22,139,L0
2014,84026,29445,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,question_answer,33,NS,0,0,,0.0,100.0,0,0,,2023-09-24 16:29:02,,H,-13,86,L0
2015,82688,29445,Class-9,History,6,1,Age of Guptas (qa),02.1 - Reign - First two rulers,question_answer,8,L2,2,15,EE,60.0,100.0,100,100,2023-09-16 20:40:51,2023-09-24 16:29:19,8.0,E,2,18,MAS
2016,82708,29445,Class-9,History,6,1,Age of Guptas (qa),02.3 - Reign - Samudragupta,question_answer,8,L2,2,14,EE,60.0,100.0,100,100,2023-09-16 20:43:03,2023-09-24 16:29:31,8.0,E,2,13,MAS
2017,84057,29445,Class-9,History,6,1,Age of Guptas (qa),05 - Exercises,question_answer,4,L1,1,7,E,50.0,100.0,100,100,2023-09-18 20:26:32,2023-09-24 16:29:41,6.0,E,2,11,L2
2018,84055,29445,Class-9,History,6,1,Age of Guptas (qa),05 - Exercises,question_answer,4,L1,1,8,E,50.0,100.0,100,100,2023-09-18 20:26:58,2023-09-24 16:30:10,6.0,H,-11,29,L0
2019,84056,29445,Class-9,History,6,1,Age of Guptas (qa),05 - Exercises,question_answer,8,L1,1,16,E,50.0,100.0,100,100,2023-09-18 20:31:18,2023-09-24 16:30:43,6.0,H,-22,33,L0
2020,82712,29445,Class-9,History,6,1,Age of Guptas (qa),02.3 - Reign - Samudragupta,question_answer,17,L2,2,23,EE,57.0,100.0,100,100,2023-09-16 20:46:19,2023-09-24 16:32:04,8.0,E,3,44,L3
2021,82846,29445,Class-9,History,6,1,Age of Guptas (qa),02.4 - Reign - Chandragupta-II Vikramaditya,question_answer,21,L2,2,49,EE,53.0,100.0,100,100,2023-09-16 20:47:46,2023-09-24 16:32:24,8.0,E,9,21,L3
2022,83057,29445,Class-9,History,6,1,Age of Guptas (qa),01.1 - Sources - Fa-hien,question_answer,21,L2,2,37,EE,53.0,100.0,100,100,2023-09-16 20:51:27,2023-09-24 16:32:40,8.0,E,9,16,L3
2023,84002,29445,Class-9,History,6,1,Age of Guptas (qa),04.1 - The Golden Age - Education,question_answer,14,L1,1,15,E,37.0,100.0,100,100,2023-09-18 20:12:43,2023-09-24 16:32:54,6.0,E,7,14,L2
2024,82709,29445,Class-9,History,6,1,Age of Guptas (qa),02.3 - Reign - Samudragupta,question_answer,23,L2,2,112,EE,53.0,100.0,100,100,2023-09-16 20:43:36,2023-09-24 16:33:48,8.0,E,10,55,L3
2025,82850,29445,Class-9,History,6,1,Age of Guptas (qa),02.4 - Reign - Chandragupta-II Vikramaditya,question_answer,23,L2,2,40,EE,53.0,100.0,100,100,2023-09-16 20:50:39,2023-09-24 16:34:08,8.0,E,10,20,L3
2026,82713,29445,Class-9,History,6,1,Age of Guptas (qa),02.3 - Reign - Samudragupta,question_answer,24,L2,2,31,EE,53.0,100.0,100,100,2023-09-16 20:47:19,2023-09-24 16:34:30,8.0,E,9,22,L3
2027,83836,29445,Class-9,History,6,1,Age of Guptas (qa),03.4 - Administration - Provincial and Local,question_answer,17,L1,1,10,E,37.0,100.0,100,100,2023-09-18 20:31:27,2023-09-24 16:35:20,6.0,E,4,51,L2
2028,83222,29445,Class-9,History,6,1,Age of Guptas (qa),03.4 - Administration - Provincial and Local,question_answer,15,L1,1,16,E,28.0,100.0,100,100,2023-09-16 20:26:31,2023-09-24 16:35:48,8.0,E,4,29,L2
2029,82849,29445,Class-9,History,6,1,Age of Guptas (qa),02.4 - Reign - Chandragupta-II Vikramaditya,question_answer,30,L2,2,102,EE,32.0,100.0,100,100,2023-09-16 20:50:22,2023-09-24 16:36:24,8.0,E,13,37,L3
2030,83213,29445,Class-9,History,6,1,Age of Guptas (qa),03.3 - Administration - CoM,question_answer,26,L1,1,22,E,22.0,100.0,100,100,2023-09-16 20:23:05,2023-09-24 16:37:15,8.0,E,5,52,L2
2031,84055,29445,Class-9,History,6,1,Age of Guptas (qa),05 - Exercises,question_answer,4,L0,2,37,EH,50.0,100.0,50,50,2023-09-24 16:30:10,2023-09-24 16:37:24,0.0,E,0,9,L0
2032,84056,29445,Class-9,History,6,1,Age of Guptas (qa),05 - Exercises,question_answer,8,L0,2,49,EH,50.0,100.0,50,50,2023-09-24 16:30:43,2023-09-24 16:37:31,0.0,E,0,8,L0
2033,82692,29445,Class-9,History,6,1,Age of Guptas (qa),02.2 - Reign - Chandragupta-I,question_answer,23,L0,5,188,EHEHE,9.0,100.0,50,60,2023-09-18 20:25:53,2023-09-24 16:37:43,6.0,E,21,12,L1
2034,84026,29445,Class-9,History,6,1,Age of Guptas (qa),04.3 - The Golden Age - Culture,question_answer,33,L0,1,86,H,0.0,100.0,0,0,2023-09-24 16:29:03,2023-09-24 16:38:21,0.0,E,0,39,L0
2035,83212,29445,Class-9,History,6,1,Age of Guptas (qa),03.3 - Administration - CoM,question_answer,21,L0,4,115,HEHE,9.0,100.0,50,50,2023-09-18 20:26:50,2023-09-24 16:39:15,6.0,E,8,54,L1
2036,82852,29445,Class-9,History,6,1,Age of Guptas (qa),02.4 - Reign - Chandragupta-II Vikramaditya,question_answer,50,L0,7,333,HEHHEPE,0.0,100.0,63,50,2023-09-18 20:31:02,2023-09-24 16:39:43,6.0,E,40,29,L1
2037,84058,29445,Class-9,History,6,1,Age of Guptas (qa),05 - Exercises,question_answer,6,L0,2,34,HE,18.0,100.0,50,50,2023-09-18 20:31:31,2023-09-24 16:40:41,6.0,H,-10,58,L0
2038,83834,29445,Class-9,History,6,1,Age of Guptas (qa),03.4 - Administration - Provincial and Local,question_answer,31,L0,2,71,HE,3.0,100.0,50,50,2023-09-18 20:31:57,2023-09-24 16:41:16,6.0,E,23,35,L1
2039,84001,29445,Class-9,History,6,1,Age of Guptas (qa),04.1 - The Golden Age - Education,question_answer,17,L0,3,51,HPE,18.0,100.0,50,50,2023-09-18 20:34:48,2023-09-24 16:41:42,6.0,E,10,27,L1
2040,82710,29445,Class-9,History,6,1,Age of Guptas (qa),02.3 - Reign - Samudragupta,question_answer,28,L1,3,120,HEE,22.0,100.0,67,67,2023-09-16 20:37:27,2023-09-24 16:42:09,8.0,E,15,28,L2
2041,83838,29445,Class-9,History,6,1,Age of Guptas (qa),03.5 - Administration - Feudal nature,question_answer,54,L0,1,141,P,0.0,100.0,50,50,2023-09-24 16:20:08,2023-09-24 16:45:11,0.0,P,-13,82,L0
2042,82847,29445,Class-9,History,6,1,Age of Guptas (qa),02.4 - Reign - Chandragupta-II Vikramaditya,question_answer,33,L1,3,125,HEE,10.0,100.0,67,67,2023-09-16 20:37:57,2023-09-24 16:46:09,8.0,P,-36,59,L0
2043,83214,29445,Class-9,History,6,1,Age of Guptas (qa),03.3 - Administration - CoM,question_answer,17,L1,4,133,HPEE,32.0,100.0,63,63,2023-09-18 20:22:38,2023-09-24 16:46:28,6.0,E,11,19,L2
2044,83056,29445,Class-9,History,6,1,Age of Guptas (qa),01.1 - Sources - Fa-hien,question_answer,35,L1,5,167,HEPEE,18.0,100.0,88,70,2023-09-18 20:21:37,2023-09-24 16:46:54,6.0,E,20,26,L2
2045,84003,29445,Class-9,History,6,1,Age of Guptas (qa),04.1 - The Golden Age - Education,question_answer,30,L1,1,58,E,18.0,100.0,100,100,2023-09-18 20:13:41,2023-09-24 16:47:31,6.0,E,17,38,L2
2046,84004,29445,Class-9,History,6,1,Age of Guptas (qa),04.1 - The Golden Age - Education,question_answer,30,L1,1,18,E,18.0,100.0,100,100,2023-09-18 20:13:58,2023-09-24 16:47:51,6.0,E,15,21,L2
2047,83196,29445,Class-9,History,6,1,Age of Guptas (qa),03.1 - Administration - Intro,question_answer,36,L1,5,253,HEPEE,18.0,100.0,88,70,2023-09-18 20:22:14,2023-09-24 16:48:13,6.0,E,23,23,L2
2048,83206,29445,Class-9,History,6,1,Age of Guptas (qa),03.2 - Administration - Monarchy,question_answer,28,L1,1,49,E,22.0,100.0,100,100,2023-09-16 20:22:12,2023-09-24 16:48:41,8.0,E,17,28,L2
2049,82851,29445,Class-9,History,6,1,Age of Guptas (qa),02.4 - Reign - Chandragupta-II Vikramaditya,question_answer,40,L2,2,55,EE,10.0,100.0,100,100,2023-09-16 20:51:07,2023-09-24 16:49:09,8.0,E,16,29,L3
2050,83837,29445,Class-9,History,6,1,Age of Guptas (qa),03.4 - Administration - Provincial and Local,question_answer,50,L0,2,136,PE,0.0,100.0,75,75,2023-09-18 20:17:16,2023-09-24 16:50:35,6.0,H,-55,86,L0
2051,82848,29445,Class-9,History,6,1,Age of Guptas (qa),02.4 - Reign - Chandragupta-II Vikramaditya,question_answer,44,L1,3,115,EAE,1.0,100.0,94,94,2023-09-16 20:52:42,2023-09-24 16:51:55,8.0,E,9,81,L2
2052,84000,29445,Class-9,History,6,1,Age of Guptas (qa),04.1 - The Golden Age - Education,question_answer,36,L1,1,29,E,18.0,100.0,100,100,2023-09-18 20:33:28,2023-09-24 16:52:20,6.0,E,18,26,L2
2053,83060,29445,Class-9,History,6,1,Age of Guptas (qa),01.2 - Sources - Allapabad Pillar,question_answer,44,L1,3,130,PEE,1.0,100.0,84,84,2023-09-16 20:40:29,2023-09-24 16:52:52,8.0,E,24,32,L2
2054,83999,29445,Class-9,History,6,1,Age of Guptas (qa),04.1 - The Golden Age - Education,question_answer,46,L1,1,23,E,3.0,100.0,100,100,2023-09-18 20:32:36,2023-09-24 16:53:30,6.0,E,16,39,L2
2055,83833,29445,Class-9,History,6,1,Age of Guptas (qa),03.4 - Administration - Provincial and Local,question_answer,40,L0,2,95,PE,0.0,100.0,75,75,2023-09-18 20:16:13,2023-09-24 16:53:51,6.0,E,35,21,L1
2056,85044,29447,Class-9,Computers,7,4,Conditionals (ExS),00 - Default,exercise,50,NS,0,0,,0.0,0.0,0,0,,2023-09-24 19:37:37,,E,40,2277,MAS
